x y z charge scale scaleCoul Type
 0 0 29.3957  0.706561  28.8639 0 1 1 5
 1 0 20.5508  26.453  35.6757 0 1 1 5
 2 0 35.9824  3.90042  21.3909 0 1 1 5
 3 0 37.6489  8.78209  18.2483 0 1 1 5
 4 0 40.4612  17.9932  5.61087 0 1 1 5
 5 0 12.5263  13.6701  12.8619 0 1 1 5
 6 0 41.04  17.6378  17.6282 0 1 1 5
 7 0 25.4782  9.04921  17.6463 0 1 1 5
 8 0 41.9883  10.7516  35.7981 0 1 1 5
 9 0 24.7941  -0.205048  45.1175 0 1 1 5
 10 0 14.9692  10.8043  16.7125 0 1 1 5
 11 0 10.0897  4.40405  1.66148 0 1 1 5
 12 0 22.3995  23.9848  23.6473 0 1 1 5
 13 0 20.8384  7.26487  13.5987 0 1 1 5
 14 0 31.1666  29.4002  35.4682 0 1 1 5
 15 0 41.0291  13.1981  0.240255 0 1 1 5
 16 0 5.4138  15.5197  12.6636 0 1 1 5
 17 0 19.0087  13.0283  46.64 0 1 1 5
 18 0 35.8932  26.6179  29.2956 0 1 1 5
 19 0 31.7179  8.76241  32.8399 0 1 1 5
 20 0 31.5043  7.25327  23.5963 0 1 1 5
 21 0 31.632  6.18867  -0.509253 0 1 1 5
 22 0 21.4306  18.9248  5.33386 0 1 1 5
 23 0 18.9364  13.941  13.8747 0 1 1 5
 24 0 0.141142  23.5286  34.7229 0 1 1 5
 25 0 28.8654  31.441  10.7089 0 1 1 5
 26 0 19.6494  17.7866  17.1662 0 1 1 5
 27 0 41.3634  29.359  21.5723 0 1 1 5
 28 0 39.2616  5.52757  2.4559 0 1 1 5
